High Performance Web Sites	http://www.stevesouders.com/blog/                                        
strchr.com	http://www.strchr.com/                                                   
subbu.org - Subbu Allamaraju’s Blog	http://www.subbu.org/                                                    
http://www.tbray.org/ongoing/	http://www.tbray.org/ongoing/                                            
Toni Cebrián	http://www.tonicebrian.com/                                              
Victor Tsaran	http://www.victortsaran.net/                                             
Xaprb	http://www.xaprb.com/blog/                                               
Engineering	https://blog.twitter.com/engineering                                     
https://ocaml.janestreet.com/	https://ocaml.janestreet.com/                                            
Dropbox Tech Blog	https://tech.dropbox.com/                                                
Petar Maymounkov	https://twitter.com/maymounkov                                           
Facebook Engineering	https://www.facebook.com/Engineering                                     
